id,№,name,name_en,name_type,status,marki,sity,adress,x,y,telefon,site,time,time2,Способы оплаты
S2176,1139,Элерон,Jeleron,Элерон. автосервис,Независимый,Все марки,Москва,Генерала Белова. 14 ст5,37.718572,55.61775263,(499) 725-02-30 (единая справочная),нет,,,Наличный расчет
S2177,1140,Эллиус,Jellius,Эллиус. техцентр,Независимый,Все марки,Москва,Чермянский проезд. 5 - 1 этаж,37.63294685,55.88709803,(495) 507-77-79,www.ellius.ru,,,Наличный расчет. Оплата через банк. через банк
S2178,1141,Энтузиаст-Авто,Jentuziast-Avto,Энтузиаст-Авто. СТО,Независимый,Все марки,Москва,Гаражная. 4 - 1 этаж,37.7426293,55.75863162,(495) 673-00-90. (495) 673-03-01,нет,,,Наличный расчет. Visa. MasterCard
S2179,1142,Эстаер,Jestaer,Эстаер. автосервис,Независимый,Все марки,Москва,Юных Ленинцев. 71 к1,37.76795269,55.70016977,8-916-631-74-85. 8-926-229-23-83,нет,,,Наличный расчет
S2180,1143,Эстакада,Jestakada,Эстакада. автосервис,Независимый,Все марки,Москва,Яблочкова. ст47,37.57427792,55.83143401,(495) 610-66-07,www.автосервис-эстакада.рф,,,Наличный расчет
S2181,1144,Эстакада,Jestakada,Эстакада. автотехцентр,Независимый,Все марки,Москва,Вернадского проспект. 78 ст10,37.48071154,55.67282704,(499) 713-25-52. (499) 713-26-62,estakada.msk.ru/,9:00-21:00,9:00-21:00,Наличный расчет
S2182,1145,Этуам,Jetuam,Этуам. автотехцентр,Независимый,Все марки,Москва,Нижние Мнёвники. 39,37.45735704,55.75437259,8-963-788-88-07,нет,,,Наличный расчет
S2183,1146,ЮВС-моторс,JuVS-motors,ЮВС-моторс. автотехцентр,Независимый,Все марки,Москва,Южнопортовая. 15,37.69872484,55.707582,(495) 507-60-75,нет,,,Наличный расчет
S2184,1147,Юкарс. ООО,Jukars__OOO,Юкарс. ООО. автотехцентр,Независимый,Все марки,Москва,Каширский проезд. 19 - 1 этаж,37.62502805,55.65591458,8-925-514-64-09,www.remont-kuzova.ru,,,Наличный расчет
S2185,1148,Юкар-Лефортово,Jukar-Lefortovo,Юкар-Лефортово. автосервис,Независимый,Все марки,Москва,Красноказарменная. 12 ст28,37.69977027,55.75540559,(495) 361-99-66,нет,,,Наличный расчет
S2186,1149,ЮЛИАН АВТО,JuLIAN_AVTO,ЮЛИАН АВТО. станция техобслуживания,Независимый,Все марки,Москва,Нижняя Масловка. 15,37.57452777,55.79107895,8-925-774-80-82,нет,,,Наличный расчет
S2187,1150,Юна-Авто,Juna-Avto,Юна-Авто. автосервис,Независимый,Fiat. Alfa Romeo. Lancia ,Москва,Большая Академическая. 38д,37.53445363,55.83215613,(495) 648-54-50,www.italcars.ru,9:00-21:00,9:00-21:00,Наличный расчет
S2188,1151,Юнит авто,Junit_avto,Юнит авто. сеть техцентров,Независимый,Все марки,Москва,Дмитровское шоссе. 137,37.5422162,55.89170787,,нет,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S2189,1152,ЮСТА,JuSTA,ЮСТА. автотехцентр,Независимый,Все марки,Москва,Нижегородская. 74,37.71236725,55.73275564,8-916-097-12-12,www.yusta-auto.ru,10:00-21:00,10:00-21:00,Наличный расчет
S2190,1153,Юст-Сервис,Just-Servis,Юст-Сервис. автосервис,Независимый,Subaru,Москва,Верхнелихоборская. 8,37.55856028,55.85284123,(495) 542-87-72,subaru-prosport.ru,10:00-20:00,11:00-21:00,Наличный расчет. Оплата через банк. через банк
S2191,1154,ЮтоллАвто,JutollAvto,ЮтоллАвто. автотехцентр,Независимый,Все марки,Москва,Ижорская. 6 ст33,37.49885714,55.87909653,(495) 973-40-62. (495) 486-62-62,www.utallauto.ru,,,Наличный расчет. Оплата через банк. через банк
S2192,1155,ЯпонСалон,JaponSalon,ЯпонСалон. автосалон,Независимый,Все марки,Москва,Нагорный проезд. 12г ст2 - 1 этаж,37.61036262,55.68567946,(495) 641-28-78. 8-916-242-40-45,www.yaponsalon.ru,10:00-19:00,10:00-19:00,Наличный расчет. Оплата через банк. через банк
S2193,1156,Ярославка,Jaroslavka,Ярославка. автотехцентр,Независимый,Все марки,Пушкино (Пушкинский район),Западная. 31,37.8268866,56.02131047,(499) 343-85-46,yaroslavka.ru,,,Наличный расчет
S2194,1157,Ясенево,Jasenevo,Ясенево. автотехцентр,Независимый,Все марки,Москва,Литовский бульвар. 12 - 1 этаж,37.53021456,55.61249692,(495) 426-94-76. (495) 978-80-64. (495) 425-11-05,нет,,,Наличный расчет
S2195,1158,AРС,ARS,AРС. СТО,Независимый,Все марки,Москва,Киевская. 27 - 0 уровень,37.53941323,55.73717252,8-905-780-18-40,нет,,,Наличный расчет. Оплата через банк. через банк
S2196,1159,Abagurmotors,Abagurmotors,Abagurmotors. автотехцентр,Независимый,Все марки,Московская обл,Киевское шоссе 21 км. 1а - ТК Автомастер,37.43882898,55.62579194,(499) 343-46-76,abagurmotors.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S2197,1160,ABCautо,ABCauto,ABCautо. автотехцентр,Независимый,Все марки,Москва,Дубнинская. 75 ст18,37.55593981,55.88337192,(495) 484-07-33. (495) 484-26-64. (495) 485-55-93,abcautoservice.ru,8:00-22:00,8:00-22:00,Наличный расчет. Visa. MasterCard
S2198,1161,Ac-msk,Ac-msk,Ac-msk. автосервис,Независимый,Все марки,Москва,Обручева. 34/64а,37.53889465,55.65368253,8-916-366-93-50. 8-916-731-65-13. (495) 500-84-46,ac-msk.ru,9:00-21:00,9:00-21:00,Наличный расчет
S2199,1162,Afto-Service,Afto-Service,Afto-Service. автосервис,Независимый,Все марки,Москва,Лужнецкая Набережная. вл8,37.5659914,55.71506121,(495) 997-70-03,afto-service.ru,9:00-22:00,9:00-22:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card.
S2200,1163,Alex Auto Group,Alex_Auto_Group,Alex Auto Group. автосервис,Независимый,Все марки,Москва,Походный проезд. 24 - 1 этаж,37.423576,55.84230712,(499) 493-33-48. (495) 772-01-16,нет,,,Наличный расчет
S2201,1164,Alex-Servis,Alex-Servis,Alex-Servis. автотехцентр,Независимый,Все марки,Москва,Врачебный проезд. 3 к1 - 1 этаж,37.45962348,55.81277713,8-968-710-69-99,alex-servis.ru,10:00-19:00,10:00-19:00,Наличный расчет
S2202,1165,All right auto,All_right_auto,All right auto. автосервис,Независимый,Все марки,Москва,Парковая 3-я. 55 - 1 этаж,37.78171314,55.8050182,8-925-000-70-49. (495) 965-73-46. 8-926-567-85-98,нет,,,Наличный расчет. Оплата через банк. через банк
S2203,1166,Allianz-сервис,Allianz-servis,Allianz-сервис. автосервис,Независимый,Все марки,Красногорск (Красногорский район),Центральная. 36,37.35686897,55.81273756,8-926-604-10-10. 8-916-555-21-90,allianz-service.ru,9:00-20:00,9:00-20:00,Наличный расчет
S2204,1167,American service,American_service,American service. автосервис,Независимый,GeneralMotors. Chrysler. Jeep. Ford. ,Москва,Солнечногорская. 4,37.51568043,55.85644176,(495) 760-74-68. (495) 760-74-69,americanservice.ru,10:00-20-:00,10:00-18:00,Наличный расчет
S2205,1168,Ankar на Почтовой,Ankar_na_Pochtovoj,Ankar на Почтовой,Независимый,Все марки,Москва,Малая Почтовая. 12 к1,37.68833413,55.7723183,(495) 950-53-48 (многоканальный). 8-963-782-32-09,www.ankar.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S2206,1169,Ankar на Планерной,Ankar_na_Planernoj,Ankar на Планерной,Независимый,Все марки,Москва,Ул. Планерная. 6. корпус ,37.435403 ,55.859468 ,+7 (495) 256-43-45,www.ankar.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S2207,1170,Ankar на Нагатинской,Ankar_na_Nagatinskoj,Ankar на Нагатинской,Независимый,Все марки,Москва,Ул. Нагатинская. дом 5 ,37.635386 ,55.680575 ,+7 (495) 204-31-98,www.ankar.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S2208,1171,ARK SERVICE,ARK_SERVICE,ARK SERVICE. технический центр,Независимый,Mercedes. BMW. Porsche. Infiniti,Москва,Азовская. 28Б ст4,37.59535808,55.64623734,(495) 720-35-13,arkservice.ru,10:00-21:00,10:00-21:00,Наличный расчет. Visa. MasterCard. American Express
S2209,1172,AR-GROUP,AR-GROUP,AR-GROUP. автотехцентр,Независимый,Все марки,Москва,Танковый проезд. 4 ст38,37.68216479,55.75529893,(495) 778-85-89,www.ar-group.ru,10:00-20-:00,10:00-19:00,Наличный расчет. Оплата через банк. через банк
S2210,1173,Asia Motors,Asia_Motors,Asia Motors. торгово-сервисный центр,Независимый,Все марки,Москва,Лесная. 61 ст4,37.59379153,55.78301934,(495) 969-17-42. (499) 250-20-61. 8-968-808-70-42,www.toyota-trd.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. через банк
S2211,1174,ASP-groupservice,ASP-groupservice,ASP-groupservice. автосервис,Независимый,Fiat. Peugeot. Citroen,Москва,Южнопортовая. 38 - 1 этаж,37.70701616,55.70197699,(495) 649-33-91. 8-916-648-18-30. 8-926-630-97-66,www.service-asp.ru,9:30-20:30,выходной,Наличный расчет. Оплата через банк. через банк
S2212,1175,Auto France,Auto_France,Auto France. техцентр,Независимый,Все марки,Химки,Молодёжная. 9а,37.41582538,55.88218049,(495) 509-53-03,mirkpp.ru,10:00-21:00,выходной,Наличный расчет. Оплата через банк. через банк
S2213,1176,Autobrateevo,Autobrateevo,Autobrateevo. СТО,Независимый,Все марки,Москва,Борисовские Пруды. 31,37.7342683,55.63575043,(495) 517-87-53,нет,,,Наличный расчет
S2214,1177,AutoCardis,AutoCardis,AutoCardis. автосервис,Независимый,Все марки,Москва,Веерная. вл1д,37.48632302,55.7069826,(495) 649-59-32. 8-925-777-00-68,autocardis.ru,,,Наличный расчет
S2215,1178,AutoCityMotors,AutoCityMotors,AutoCityMotors. техцентр,Независимый,Все марки,Москва,Докукина. 8 ст11,37.65655318,55.83792415,(495) 500-75-73. (495) 500-83-08,autocitymotors.ru,10:00-19:00,10:00-19:00,Наличный расчет. Оплата через банк. через банк
S2216,1179,Autodock,Autodock,Autodock. автотехцентр,Независимый,Все марки,Москва,Остаповский проезд. 9 - 1 этаж,37.71218211,55.72019094,(495) 724-69-24,нет,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S2217,1180,Autodrug 24 часа.,Autodrug_24_chasa_,Autodrug 24 часа. автомастерская,Независимый,Все марки,Москва,Волгоградский проспект. вл38Б,37.708259,55.71534752,8-916-024-10-05,www.avtotexuslugi.ru,,,Наличный расчет
S2218,1181,Autoguart. ИП Санкин А.В.,Autoguart__IP_Sankin_A_V,Autoguart. автосервис. ИП Санкин А.В.,Независимый,Все марки,Химки,Куркинское шоссе. ст4,37.43220417,55.88271918,(495) 226-53-50. 8-903-777-93-11,auto-guard.pro,,,Наличный расчет
S2219,1182,AUTOHIMKI. ООО,AUTOHIMKI__OOO,AUTOHIMKI. ООО. автосервис,Независимый,Все марки,Химки,Пожарского. ст26,37.48408098,55.89253415,8-905-735-77-99. 8-968-517-55-99,нет,,,Наличный расчет
S2220,1183,Autoimperial,Autoimperial,Autoimperial. автосервис,Независимый,Все марки,Москва,Чермянская. 12 - 1 этаж,37.62527264,55.88554542,8-925-464-07-08,нет,,,Наличный расчет
S2221,1184,AutoKaif,AutoKaif,AutoKaif. автосервис,Независимый,Все марки,Москва,Востряковский проезд. вл8,37.65203995,55.57373861,8-985-765-98-20,www.autokaif.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S2222,1185,Automarvel,Automarvel,Automarvel. автосервис,Независимый,Все марки,Москва,Академика Опарина. 5,37.5079171,55.64780649,8-925-001-26-72,нет,,,Наличный расчет. Оплата через банк. Visa. MasterCard. 
S2223,1186,Automotogroup,Automotogroup,Automotogroup. автотехцентр,Независимый,Все марки,Москва,Добролюбова. 1 - 1 этаж,37.59457791,55.80910289,(495) 585-49-48. (495) 639-61-24,нет,,,Наличный расчет. Оплата через банк. через банк
S2224,1187,Autoplus-MSK,Autoplus-MSK,Autoplus-MSK. автосервис,Независимый,Все марки,Москва,Даниловская Набережная. 8 ст23,37.63653825,55.7101182,(495) 968-32-29. 8-967-181-07-18,www.autoplus-msk.ru,10:00-20-:00,10:00-20-:00,Наличный расчет. Оплата через банк. Visa. MasterCard. 
S2225,1188,AutoProfi2000,AutoProfi2000,AutoProfi2000. автосервис,Независимый,Все марки,Москва,Большая Академическая. 81,37.55882724,55.84451512,(495) 720-39-84,www.autoprofi2000.ru,10:00-20-:00,10:00-20-:00,Наличный расчет. Оплата через банк. 
S2226,1189,Autopsa,Autopsa,Autopsa. автосервис,Независимый,Peugeot .Citroen,Москва,Нагорный проезд. 2,37.61828401,55.68902229,(495) 220-44-32. 8-915-496-55-55,autopsa.ru,9:00-22:00,9:00-22:00,Наличный расчет. Visa. MasterCard
S2227,1190,Autoshikk,Autoshikk,Autoshikk. сервисный центр,Независимый,Все марки,Москва,Панфиловский проспект (Зеленоград). 8 ст10,37.20116671,56.01560485,(499) 734-96-20. 8-968-790-91-91,www.autogroupcomplex.ru,,,Наличный расчет. Оплата через банк. через банк
S2228,1191,AutoZona,AutoZona,AutoZona. автотехцентр,Независимый,Все марки,Москва,Южнопортовая. 15 к4,37.69982164,55.7078676,(495) 772-27-38. (495) 508-13-98,www.auto-zona.com,10:00-21:00,10:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. Union Card. 
S2229,1192,Auto504,Auto504,Auto504. автосервис,Независимый,Все марки,Москва,Нагатинский 2-й проезд. 2 - 1 этаж,37.6425115,55.67728781,(495) 517-40-31. 8-926-907-47-07,auto504.ru,9:30- 18:30,выходной,Наличный расчет
S2230,1193,Auto-Care,Auto-Care,Auto-Care. техцентр,Независимый,Все марки,Москва,Вавилова. 4,37.59009322,55.70891053,(495) 772-79-38. (495) 958-49-80,www.autocare.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard.
S2231,1194,Avalon,Avalon,Avalon. автотехцентр,Независимый,Все марки,государственного племенного завода Константиново (Домодедово городской округ),Объездной проезд. 1 вл2,37.70771679,55.43210925,(499) 963-30-43,www.avalon-motors.ru,,,Наличный расчет
S2232,1195,AVavto,AVavto,AVavto. автосервис,Независимый,Все марки,Москва,Славянский бульвар. 7 к2,37.46989502,55.72594196,(499) 445-06-76. (499) 445-12-90. (499) 445-08-35,нет,,,Наличный расчет. Оплата через банк. через банк
S2233,1196,Aviator,Aviator,Aviator. автосервис,Независимый,Все марки,Подольск,Авиаторов проезд. 12 к13 - 1 этаж,37.55056312,55.46300764,8-915-001-75-23,нет,,,Наличный расчет. Оплата через банк. через банк
S2234,1197,AVK-Service,AVK-Service,AVK-Service. автотехцентр,Независимый,Все марки,Москва,Варшавское шоссе. 39в,37.62854551,55.68469647,8-985-970-71-27,нет,,,Наличный расчет
S2235,1198,AVS-Сервис,AVS-Servis,AVS-Сервис. техцентр,Независимый,Все марки,Москва,Люблинская. 82,37.73953831,55.66553299,(495) 972-35-13. (495) 972-35-19,нет,,,Наличный расчет. Оплата через банк. через банк
S2236,1199,AvtoColorDelux,AvtoColorDelux,AvtoColorDelux. автотехцентр,Независимый,Все марки,Москва,Даниловская Набережная. 8 - 1 этаж,37.63576749,55.70959499,(495) 979-46-56. 8-925-088-47-57. 8-915-155-00-51,www.aclux.ru,10:00-21:00,10:00-21:00,Наличный расчет. Оплата через банк. через банк
S2237,1200,Avtodrom,Avtodrom,Avtodrom. автосервис,Независимый,Все марки,Москва,Производственная. 6 ст17,37.38658065,55.64636708,8-903-198-19-96,avtodrom.ucoz.com,,,Наличный расчет. Оплата через банк. через банк
S2238,1201,Avtoreut,Avtoreut,Avtoreut. автосервис,Независимый,Все марки,Реутов,Железнодорожная. 9,37.86813187,55.7552062,8-903-721-59-42,avtoreut.ru,10:00-20-:00,10:00-20-:00,Наличный расчет. Оплата через банк. через банк
S2239,1202,Avtorex,Avtorex,Avtorex. технический центр,Независимый,Все марки,Реутов,Кирова. 4,37.85242697,55.75845158,(495) 791-62-42. (495) 791-62-43,vw-reutov.ru,9:00-21:00,9:00-21:00,Наличный расчет
S2240,1203,AVTOSTILIST,AVTOSTILIST,AVTOSTILIST. автоцентр,Независимый,Все марки,Москва,Самокатная. 2а,37.67712047,55.75864465,(495) 765-05-77. 8-925-005-03-23,avtostilist.ru,9:00-22:00,9:00-22:00,Наличный расчет. Visa. MasterCard. Diners Club. Золотая Корона. American Express. Maestro Card. Union Card
S2241,1204,Avto-J,Avto-J,Avto-J. автотехцентр,Независимый,Infiniti,Москва,Ильменский проезд. 15,37.54322708,55.86026408,(495) 789-10-00. 8-909-923-33-33,www.avto-j.ru,,,Наличный расчет. Visa. MasterCard. Maestro Card
S2242,1205,Avto-Vaal,Avto-Vaal,Avto-Vaal. автосервис,Независимый,Все марки,Москва,Луговой проезд. 6,37.751402,55.64951679,8-925-664-48-49 (единая справочная - пн-пт 9:00-19:00),нет,,,Наличный расчет
S2243,1206,AVZ.ru,AVZ_ru,AVZ.ru. автосервис,Независимый,Все марки,Москва,Петрозаводская. 34 - 1 этаж,37.4889882,55.86767849,(495) 232-31-17 (многоканальный). (495) 999-36-90,avz.ru,10:00-19:00,выходной,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S2244,1207,Bares-M,Bares-M,Bares-M. автотехцентр,Независимый,Все марки,Балашиха,Твардовского. 24 ст2,37.98699649,55.79520648,8-925-175-67-65,www.bares-m.ru,10:00-19:00,выходной,Наличный расчет. Оплата через банк. через банк
S2245,1208,Barracuda,Barracuda,Barracuda. автотехцентр,Независимый,Все марки,Москва,Сормовский проезд. 5,37.79739662,55.70856236,(495) 999-53-43. (495) 999-54-23,lublinoauto.ru,10:00-22:00,10:00-21:00,Наличный расчет. Оплата через банк. через банк
S2246,1209,BBK Motors,BBK_Motors,BBK Motors. автосервис,Независимый,Все марки,Серково (Щёлковский район),Серково д. 1а,37.97900189,55.89885038,8-901-180-08-98,нет,,,Наличный расчет. Оплата через банк. через банк
S2247,1210,BD-service,BD-service,BD-service. автосервис,Независимый,Nissan. Renaulti ,Лобня,Катюшки. 43Б,37.4425239,56.00869242,8-901-555-15-58. 8-901-555-15-12,www.bd-service.ru,,,Наличный расчет
S2248,1211,Berlin Motors,Berlin_Motors,Berlin Motors. сервисный центр,Независимый,Mercedes,Москва,Вавилова. 13 - вход со двора,37.58397231,55.70380593,(495) 775-59-93,berlinservice.ru,8:00-20:00,8:00-20:00,Наличный расчет. Оплата через банк. через банк
S2249,1212,BG-Auto,BG-Auto,BG-Auto. автотехцентр,Независимый,Все марки,Москва,Хачатуряна. 8 к3 - 1 этаж,37.59144009,55.85659379,(495) 766-13-23. (499) 903-60-66,www.bgauto.ru,9:00-21:00,9:00-21:00,Наличный расчет. Visa. MasterCard. Maestro Card
S2250,1213,BLITZ-AVTO,BLITZ-AVTO,BLITZ-AVTO. техцентр,Независимый,Все марки,Москва,Рабочая. 84,37.6960902,55.73846047,(495) 971-25-35,blitz-avto.ru,9:00-21:00,9:00-21:00,Наличный расчет. Visa. MasterCard. Maestro Card
S2251,1214,Bmw store,Bmw_store,Bmw store. технический центр,Независимый,Все марки,Москва,Измайловского Зверинца 1-я. 8 - 3 этаж,37.74577265,55.77531368,(495) 723-39-79,нет,,,Наличный расчет. Visa. MasterCard
S2252,1215,BMW,BMW,BMW. автотехцентр,Независимый,BMW,Москва,Лихоборская Набережная. 3 - 1 этаж,37.5217528,55.8542009,,www.bmw-electric.ru,,,Наличный расчет. Оплата через банк. через банк
S2253,1216,BMW,BMW,BMW. автоцентр,Независимый,BMW,Москва,Радиальная 6-я. 30,37.65660186,55.61161484,(495) 972-15-35,www.bmwrazborka.ru,,,Наличный расчет. Оплата через банк. через банк
S2254,1217,BMW-XL,BMW-XL,BMW-XL. техцентр,Независимый,Все марки,Москва,Вольная. 28,37.73675976,55.77546725,(495) 997-55-77,www.bmw-xl.ru,10:00-20-:00,10:00-18:00,Наличный расчет. Оплата через банк. через банк
S2255,1218,Bosch Service,Bosch_Service,Bosch Service. автокомплекс,Независимый,Все марки,Климовск,Московская. 19,37.53045306,55.36706034,(495) 212-16-00,www.bosch-klimovsk.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. через банк
S2256,1219,Bosch service,Bosch_service,Bosch service. автотехцентр,Независимый,Все марки,Москва,Электродная. 14а,37.755484,55.7486294,(495) 730-35-61,нет,,,Наличный расчет
S2257,1220,Bosch Service,Bosch_Service,Bosch Service. техцентр,Независимый,Все марки,Москва,Иркутская. 1,37.78509429,55.81377343,(495) 755-89-09. (499) 753-89-09,нет,,,Наличный расчет
S2258,1221,BOSCH,BOSCH,BOSCH. автосервис,Независимый,Все марки,Москва,Южнопортовая. 22 к2,37.69008608,55.70596007,(495) 505-05-34,www.autospecialist.msk.ru,9:00-20:00,9:00-18:00,Наличный расчет. Оплата через банк. через банк
S2259,1222,Bosch. г. Балашиха,Bosch__g__Balashiha,Bosch. автосервис. г. Балашиха,Независимый,Все марки,Балашиха,Звёздная. 11а,37.94928982,55.83063862,(495) 544-66-49,bosch-car.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. 
S2260,1223,Bosch,Bosch,Bosch. автоцентр,Независимый,Все марки,Москва,Рябиновая. 28а ст2,37.41727822,55.69228515,8-903-130-79-83,нет,,,Наличный расчет. Оплата через банк. через банк
S2261,1224,Bosch,Bosch,Bosch. техцентр,Независимый,Все марки,Москва,Скульптора Мухиной. 18 - 1 этаж,37.3386109,55.6380283,(495) 733-55-23,boschservice-np.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S2262,1225,Bosch-Service,Bosch-Service,Bosch-Service. автосервис,Независимый,Все марки,Москва,Магистральная 2-я. 14а,37.53012844,55.7636553,(495) 940-21-08. (495) 540-44-20,www.bosch-system.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S2263,1226,Bosh сервис. ИП Сиберг А.Г.,Bosh_servis__IP_Siberg_A_G,Bosh сервис. автосервис. ИП Сиберг А.Г.,Независимый,Все марки,Москва,Ставропольская. 33 вл1,37.77302775,55.68230077,(495) 358-51-47. 8-903-789-10-55,rusbosch.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S2264,1227,Bosh service,Bosh_service,Bosh service. автосервис,Независимый,Все марки,Москва,Варшавское шоссе. 132 ст15,37.60810413,55.61833985,8-925-500-85-32,нет,,,Наличный расчет. Оплата через банк. через банк
S2265,1228,Capitalsmotors,Capitalsmotors,Capitalsmotors. автосервис,Независимый,Все марки,Москва,Дегунинская. 11 ст2,37.53261371,55.86403568,8-926-685-91-96,нет,,,Наличный расчет
S2266,1229,Car Motors Group,Car_Motors_Group,Car Motors Group. автотехцентр,Независимый,Все марки,Москва,Новоясеневский проспект. 3а ст1 - 1 этаж,37.51407746,55.61507447,(495) 987-14-00 (единая справочная),нет,,,Наличный расчет
S2267,1230,CAReta,CAReta,CAReta. автомастерская,Независимый,Все марки,Москва,Поречная. вл9,37.7552855,55.64521275,89197774050,нет,,,Наличный расчет
S2268,1231,CarLifeOnLine,CarLifeOnLine,CarLifeOnLine. автомастерская,Независимый,Все марки,Москва,Подольских Курсантов. 3 ст29,37.61625283,55.61025275,(495) 666-29-19,нет,,,Наличный расчет. Оплата через банк. через банк
S2269,1232,CarPolish,CarPolish,CarPolish. мастерская по уходу за автомобилем,Независимый,Все марки,Москва,Крымский Вал. 10а,37.60179102,55.73320258,(495) 7671430,нет,,,Наличный расчет
S2270,1233,CARRUS,CARRUS,CARRUS. автосервис,Независимый,Все марки,Москва,МКАД 80 км. вл2 - рынок Тенэк,37.52140645,55.90216713,8-903-726-30-25. (495) 726-30-25,нет,,,Наличный расчет. Оплата через банк. через банк
S2271,1234,Cars Emotion,Cars_Emotion,Cars Emotion. автосервис,Независимый,Все марки,Москва,Завода Серп и Молот проезд. 1/2,37.69475143,55.75672619,8-968-968-09-68,www.cars-emotion.com,0:00 - 24:00 ,0:00 - 24:00 ,Наличный расчет. Оплата через банк. через банк
S2272,1235,Car-Art,Car-Art,Car-Art. автосервис,Независимый,Все марки,Москва,50 лет Октября. ст8а,37.41453267,55.65837995,(495) 979-48-43. 8-926-948-73-83,www.car-art.ru,9:00-19:00,9:00-19:00,Наличный расчет. Оплата через банк. через банк
S2273,1236,Car-Stile,Car-Stile,Car-Stile. автосервис,Независимый,Все марки,Москва,Олений Вал. 118,37.69506659,55.80109152,(495) 740-21-06 (единая справочная),car-stile.ru,,,Наличный расчет
S2274,1237,Cftuning,Cftuning,CFtuning. тюнинг-ателье,Независимый,Все марки,Москва,Никулинская. 23/4 ст1,37.44833913,55.66777471,8-964-552-33-98 (единая справочная - пн-вс 9:00-21:00). 8-903-003-38-38,www.cftuning.ru,9:00-21:00,9:00-21:00,Наличный расчет
S2275,1238,Check,Check,Check. автосервис,Независимый,Все марки,Москва,Коровинское шоссе. вл2а,37.54480809,55.86616274,8-903-670-91-76,нет,,,Наличный расчет
S2276,1239,Chelsea auto,Chelsea_auto,Chelsea auto. автосервис,Независимый,Все марки,Московская обл,Успенское 1-е шоссе. вл2,37.08600998,55.71100761,8-903-728-24-77,нет,,,Наличный расчет. Оплата через банк. через банк
S2277,1240,Chirikovo-Customs,Chirikovo-Customs,Chirikovo-Customs. автосервис,Независимый,Все марки,Москва,Чириково д (Чириково (Краснопахорское сп)). 6а,37.23097152,55.39428103,8-929-906-40-01,нет,,,Наличный расчет
S2278,1241,City Garage,City_Garage,City Garage. автоцентр,Независимый,Porsche. Bentley ,Москва,Магистральный пер. 5Б,37.52246343,55.77352192,(495) 649-71-11. (495) 978-17-87,www.city-garage.ru,10:00-20:00,выходной,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S2279,1242,Colored car,Colored_car,Colored car. автосервис,Независимый,Все марки,Москва,Налесный пер. 6,37.68316588,55.77819659,8-962-999-89-16,нет,,,Наличный расчет. Оплата через банк. через банк
S2280,1243,Control Unit,Control_Unit,Control Unit. автосервис,Независимый,Все марки,Москва,Сущёвский Вал. 75,37.62780853,55.79305556,8-903-166-10-38,controlunit.ru,,,Наличный расчет
S2281,1244,Correct-Auto,Correct-Auto,Correct-Auto. автосервис,Независимый,Все марки,Москва,Фабрициуса. 37 к1 ст1,37.42429378,55.8432616,,нет,,,Наличный расчет
S2282,1245,Daily Service,Daily_Service,Daily Service. автосервис,Независимый,Все марки,Москва,Волочаевская. 3 ст3,37.68697914,55.75589853,(495) 722-73-78. (495) 755-09-89,daily-s.ru,10:00-20:00,выходной,Наличный расчет
S2283,1246,Defence Centre,Defence_Centre,Defence Centre. сервисный центр,Независимый,Все марки,Москва,Волхонка. 15,37.60519114,55.74456586,(495) 643-23-52. 8-915-036-57-77,www.defenc-center.ru,10:00-21:00,10:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Diners Club.
S2284,1247,Denkos,Denkos,Denkos. специализированный автотехцентр,Независимый,Mitsubishi,Москва,Открытое шоссе. 20 ст1,37.7487489,55.81916762,(495) 764-53-51. 8-985-250-34-30,www.denkos1.ru,11:00-20:00,11:00-20:00,Наличный расчет. Оплата через банк. через банк
S2285,1248,Depсar,Depsar,Depсar. автотехцентр,Независимый,Все марки,Москва,Дорожный 1-й проезд. 9 - 2 этаж,37.62471063,55.61425134,(495) 508-59-27,нет,,,Наличный расчет
